"school_name","year","cep","eligible","pct_free_reduced","unpaid","debt_per_student"
"George Watts","2017-18",0,0,0.421652421652422,1855.4,5.28603988603989
"Mangum","2017-18",0,0,0.3,805.75,2.44166666666667
"Merrick Moore","2017-18",1,1,1,0.8,0.00129449838187702
"Morehead","2017-18",0,0,0.439130434782609,2669.75,11.6076086956522
"Neal","2017-18",0,1,0.76171875,27121.24,35.3141145833333
"Northern","2017-18",0,0,0.541160593792173,1255.04,0.846855600539811
"Oak Grove","2017-18",0,1,0.860033726812816,2260.98,3.81278246205734
"Parkwood","2017-18",0,1,0.733826247689464,4484.19,8.28870609981516
"E K Powe","2017-18",0,0,0.533742331288344,2307.76,4.71934560327198
"Pearsontown","2017-18",0,0,0.314465408805031,1162,1.46163522012579
"Riverside","2017-18",0,0,0.546712802768166,8722.76,5.03042675893887
"Githens","2017-18",0,0,0.661894273127753,5725.92,6.30607929515419
"R N Harris","2017-18",1,1,1,0,0
"Southern","2017-18",0,0,0.641232575201761,27533.16,20.2004108584006
"Sandy Ridge","2017-18",0,0,0.652014652014652,10499.1,19.2291208791209
"Rogers Herr","2017-18",0,0,0.465378421900161,1605.06,2.58463768115942
"Southwest","2017-18",0,0,0.645833333333333,2493.85,3.99655448717949
"C C Spaulding","2017-18",1,1,1,0,0
"Spring Valley","2017-18",0,0,0.658578856152513,80.8,0.140034662045061
"W G Pearson Elementary","2017-18",1,1,1,0,0
"Y E Smith","2017-18",1,1,1,0,0
"Hillside New Tech","2017-18",0,0,0.503067484662577,2174.55,6.67039877300614
